Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Bolivia,BOL,0.299245133,0.303360776,0.313393822,0.338123856,0.40349695,0.402241258,0.439899358,0.481173738,0.541188213,0.618489145,0.589149669,0.708275187,0.806309608,0.761801786,0.756066671,0.851870396,0.938297717,0.896347113,0.98222035,0.904514348,0.871395079,0.875310934,0.777476028,0.75095317,0.692480778,0.691925239,0.619869115,0.647018738,0.676549115,0.766756033,0.825966116,0.847461796,0.952490964,1.125141282,1.218452321,1.260416883,1.142717982,1.260091798,1.294381788,1.19930378,1.144993384,1.040841676,0.964449275,1.420146823,1.302785721,1.252224338,1.224789989,1.392657281
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20133531,1.048172625,1.206505312,1.255751782,1.637103742,3.800500116,4.792287988,5.380877305,6.14122324,5.407483253,5.857147586,6.024791175,6.389349012,6.767883955,7.261943924,7.674066971
Botswana,BWA,,,,,,,,,,,,,0.02972084,0.067044743,0.110969774,0.227344508,0.69522848,0.879146033,0.900885366,0.981308567,0.989364703,0.975516246,1.027571101,0.930233231,0.912444667,0.978881521,1.082595209,1.217232316,1.241846803,1.321895732,1.569106991,1.497957951,2.246035972,2.325828648,2.267470419,2.218313523,1.929366436,1.928493055,2.253822423,2.043825321,2.428180952,2.426994551,2.478327839,2.328380489,2.365858043,2.410535312,2.496116324,2.590883717
Brazil,BRA,0.644181698,0.655726867,0.69425534,0.697769251,0.691150036,0.667768683,0.740782651,0.74256399,0.846415046,0.898838778,0.975088153,1.041714252,1.133300394,1.281979869,1.356052235,1.395632765,1.399104385,1.435341477,1.522153819,1.582631727,1.535900231,1.377862497,1.349145067,1.276230805,1.264570554,1.329209756,1.429137032,1.462433728,1.447995225,1.453880505,1.394693008,1.44039206,1.42658926,1.468603127,1.517930319,1.701215538,1.831525966,1.92328572,1.852052296,1.871655434,1.891096644,1.920068187,1.86799614,1.786500095,1.853925639,1.880138051,1.874104324,1.938986124
Brunei Darussalam,BRN,4.175838489,3.643892736,4.244242591,3.901809239,3.579666145,3.349782993,4.71502929,4.034946039,3.758179332,4.079973208,65.58339729,57.33302801,68.90983445,69.47786106,54.5061484,45.18141703,36.88515269,37.61820269,54.01912878,40.62745784,36.33031167,7.519493946,10.3931128,13.05526212,8.996497685,11.84255649,10.19729413,14.31126457,23.97002161,25.87545285,25.44636192,22.40581129,21.75377257,20.35177187,19.16453901,19.02758845,18.81389558,19.05790776,19.15227919,14.37384172,19.94251397,18.5201048,17.45196071,16.68267144,17.05679842,15.64996984,14.76218483,20.12946839
Bulgaria,BGR,2.83171514,3.267293466,3.832727817,4.256372369,5.258901768,5.643212291,5.900646161,6.633118652,7.106058781,7.863654731,7.207161366,7.526738519,7.709524254,7.976988284,8.203999539,8.370775828,8.340734787,8.621886415,9.22900658,8.960734194,8.736626495,9.042378914,10.12564156,10.13491436,9.780929972,10.00643686,10.21313922,10.20945357,9.71831021,9.784287485,8.786371186,6.913295644,6.071342389,7.977590179,6.422316538,6.927140952,6.592656774,6.304831962,6.083296112,5.24914425,5.337347891,5.749839697,5.522773415,5.987546466,5.815849846,6.06698071,6.240538666,6.754691659
Burkina Faso,BFA,0.009006243,0.018479213,0.016742906,0.01720103,0.021156917,0.019415028,0.019073183,0.018723611,0.018369838,0.021233388,0.024605458,0.02535876,0.026672389,0.027320533,0.032572829,0.034161716,0.031751872,0.037043028,0.050584891,0.057745445,0.059948242,0.075377957,0.075966585,0.076452417,0.058436202,0.058302586,0.057247385,0.06002396,0.062602954,0.090422977,0.06287433,0.065401014,0.064385621,0.062281925,0.062352316,0.061682706,0.067332292,0.074242179,0.07693002,0.080933752,0.087621193,0.081979217,0.079949383,0.083424414,0.083165624,0.082577952,0.095971318,0.112393183
Burundi,BDI,,,0.01443755,0.015370853,0.015099823,0.011404155,0.014542057,0.014254778,0.016133151,0.02114747,0.017728196,0.020643044,0.02048537,0.020343101,0.025204414,0.020906418,0.023496895,0.025903383,0.026237531,0.027382859,0.035486709,0.037007467,0.035843442,0.045170169,0.046823633,0.047588369,0.048285602,0.051771416,0.048200488,0.054952498,0.05428904,0.060170195,0.054629669,0.05681297,0.056630349,0.05477865,0.053704584,0.050975387,0.048276255,0.046647958,0.047133926,0.033259622,0.033028494,0.02410962,0.022901516,0.022737603,0.025490868,0.023292826
Cambodia,KHM,0.04315899,0.051362501,0.054018553,0.066548107,0.056947895,0.065626687,0.074321429,0.064401924,0.073748523,0.197409649,0.168994044,0.035393518,0.016471728,0.01790478,0.010238109,0.010324326,0.010509771,0.01078223,0.007750181,0.004505236,0.043929524,0.045269539,0.048970301,0.050805518,0.054209195,0.052740712,0.05240326,0.050870305,0.05071879,0.048965367,0.047280256,0.046782877,0.046671706,0.045194914,0.049586133,0.128593253,0.141970168,0.162411527,0.186163205,0.179537113,0.181037136,0.208772718,0.222488953,0.239968594,0.264928478,0.278415826,0.301179264,0.324590374
Cameroon,CMR,0.050126056,0.051059446,0.051251824,0.052018656,0.057042195,0.051488699,0.055606269,0.072179306,0.077747674,0.085709736,0.093183,0.115313258,0.119418518,0.121181097,0.127961213,0.148188181,0.135251872,0.18802988,0.233206445,0.206770255,0.428350926,0.569184983,0.656756551,0.663073521,0.592378012,0.61514528,0.185010891,0.166148442,0.192225179,0.64485764,0.142579575,0.088603392,0.294371297,0.294247763,0.280670234,0.312772927,0.321842733,0.219611004,0.214072996,0.200845064,0.218742516,0.213127684,0.208119838,0.256079263,0.229463369,0.210402101,0.23761991,0.335849625
Canada,CAN,10.76203558,10.61920289,11.12152144,11.12299515,12.29530329,12.80351824,12.92433599,13.79905624,14.62067412,14.60668899,16.00104746,16.2767631,17.31524784,17.04599533,17.10943404,17.0976142,16.9653576,16.71911716,16.87031453,17.60190007,17.41133754,16.6972453,15.87011253,15.58927216,15.81128192,15.47786478,14.76506426,15.49589092,16.13631322,16.07106761,16.18179871,15.92684855,16.38404113,16.56953798,15.59910978,15.6516983,15.75567294,16.1014785,15.81891926,15.65542126,17.45102695,16.94555352,16.62539124,17.49618992,17.29872943,17.31181035,16.74763013,16.88755556
Cape Verde,CPV,0.104222668,0.10187588,0.082767469,0.064441806,0.125367287,0.106732806,0.089103614,0.072386176,0.112907823,0.137421988,0.133585142,0.129521224,0.175581037,0.206990516,0.214368599,0.247131033,0.235322075,0.261355346,0.686826034,0.828501693,0.402976867,0.10892623,0.118872271,0.11616626,0.261259921,0.256550607,0.17616708,0.23992904,0.216256415,0.235251542,0.252569902,0.257552966,0.281284358,0.273710047,0.285431614,0.287593747,0.344492115,0.346084821,0.365353523,0.401157292,0.42737365,0.469220123,0.542227327,0.549562964,0.573010215,0.62760556,0.643523388,0.637187049
Cayman Islands,CYM,1.358378646,1.328017398,1.305773343,1.289535429,1.276358569,1.263303069,2.084898145,1.651380282,2.442123972,4.770833333,3.838658984,4.395041983,5.194216048,5.209632987,4.58381985,4.592917581,5.127117396,5.077605322,6.230477436,5.913345748,9.778779432,8.990641406,9.101346876,9.207999144,9.6490757,9.626809439,9.705501159,9.714465465,9.677018104,10.51001939,9.705773956,10.04275847,9.699198885,9.624792179,9.207494354,8.827030983,8.381980291,8.082124374,7.786399303,7.369344896,11.30329643,10.69000729,10.3950174,10.03835616,9.839078631,9.884135609,9.959487638,9.850363028
Central African Republic,CAF,0.058487179,0.057503186,0.047074997,0.046210872,0.045331835,0.053332104,0.05007606,0.053300438,0.104372121,0.104268232,0.114205158,0.098242995,0.088673626,0.083212123,0.057482218,0.050854532,0.062208157,0.06082822,0.067897526,0.046348485,0.046734077,0.05794101,0.059264027,0.058975019,0.058731539,0.06137732,0.059926029,0.09460807,0.082211921,0.086857485,0.067417729,0.068227577,0.070074212,0.070597994,0.072209138,0.070467679,0.0688388,0.070460992,0.069994303,0.072628622,0.072258346,0.065166862,0.064108838,0.060280586,0.059331814,0.058363117,0.060954111,0.060759348
Chad,TCD,0.018604727,0.017000258,0.027333936,0.029073772,0.030730053,0.032310926,0.0250961,0.034204151,0.035596387,0.045091941,0.034075284,0.040139155,0.031532055,0.041028763,0.037338503,0.044529853,0.043607907,0.046166145,0.044431835,0.04519326,0.045859446,0.044854553,0.043059205,0.042020818,0.043138208,0.034852298,0.035227515,0.03616972,0.011681794,0.017606394,0.024381058,0.011232434,0.013766121,0.015027619,0.015118537,0.014659962,0.014718771,0.015249071,0.014770666,0.015214832,0.021389565,0.020217085,0.019085064,0.041627753,0.039831165,0.040811363,0.040331266,0.037092747
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,1.761709054,1.84265068,2.075902887,2.100923285,2.070488276,2.050903112,2.122043852,2.129387256,2.300048057,2.397523889,2.573101408,2.775908702,2.837897833,2.736889213,2.527653387,2.207076384,2.278129974,2.1540178,2.10996515,2.254480706,2.25828547,2.161895351,1.786979992,1.777507798,1.862739666,1.774617718,1.805709618,1.809620471,2.112926083,2.497702084,2.644405926,2.454705099,2.492244948,2.603053256,2.829896528,3.024130333,3.382322829,3.841511457,3.919041766,4.081947499,3.894055313,3.45896515,3.549560057,3.531581644,3.968070585,4.010419019,4.124611588,4.307386636
China,CHN,1.169423875,0.835362925,0.660887045,0.639478309,0.625134208,0.664979741,0.710309796,0.573692421,0.604956672,0.724556259,0.942163113,1.041387033,1.079792527,1.097297249,1.096469346,1.249101359,1.284231636,1.387706674,1.527950059,1.541413025,1.494027474,1.459237026,1.565457922,1.627723165,1.749016006,1.869524068,1.937847591,2.03674305,2.149145553,2.151316462,2.165929663,2.244063887,2.31231402,2.440802186,2.563894633,2.753500463,2.841982631,2.818260363,2.674556114,2.646473593,2.694589368,2.739719017,2.882707229,3.371033567,3.927682481,4.302670623,4.659178643,4.957199039
Colombia,COL,1.024473165,1.104040779,1.143769563,1.214018021,1.203716308,1.232342935,1.229195531,1.255928575,1.314275854,1.348475206,1.330595194,1.386044784,1.405397141,1.470519696,1.556230297,1.496911117,1.552289899,1.567270402,1.622126487,1.689924645,1.649112522,1.616199389,1.632384336,1.719809559,1.666921768,1.611652163,1.601689596,1.613194605,1.642030442,1.63373274,1.72543897,1.686090898,1.797198907,1.820104011,1.886043746,1.633924049,1.629481248,1.716815547,1.714990458,1.444042787,1.45549498,1.390997812,1.353904082,1.374836917,1.267618107,1.373811929,1.407691135,1.429174167
Comoros,COM,0.056938027,0.055909056,0.054905369,0.053904549,0.052882765,0.069100459,0.084529918,0.082613695,0.08067819,0.078785872,0.123143107,0.120387217,0.117718876,0.114950372,0.111865054,0.121922453,0.143704718,0.138114428,0.096398538,0.069441724,0.144839309,0.139774281,0.135158449,0.130943839,0.127068816,0.14247939,0.12940758,0.144110836,0.149344126,0.145739742,0.17572098,0.171529462,0.167446112,0.163444606,0.159502157,0.163013715,0.130066935,0.12679395,0.137291711,0.147131405,0.149825146,0.152251939,0.154424533,0.162371096,0.163917453,0.170955591,0.183044966,0.178178078
"Congo, Dem. Rep.",COD,0.150922799,0.149419409,0.134276304,0.13806966,0.115725097,0.14076789,0.133174789,0.123257362,0.176015991,0.185297932,0.133781951,0.142024463,0.140874825,0.144846001,0.148604533,0.138754689,0.142064801,0.140841116,0.13869325,0.14289912,0.129507389,0.135845157,0.107541037,0.137113009,0.131292732,0.117199268,0.105574043,0.11695038,0.118230149,0.124992831,0.11171276,0.09911018,0.08573896,0.078128661,0.061510171,0.058534377,0.057109654,0.054759293,0.053443786,0.046376991,0.033150554,0.030683382,0.031410902,0.031358356,0.039561161,0.039625972,0.039747622,0.040033058
"Congo, Rep.",COG,0.220509264,0.25719426,0.223080432,0.213862542,0.237418603,0.212010484,0.258547953,0.263396001,0.35786961,0.38724808,0.428124588,0.497946565,0.467417428,0.833847834,1.075879165,0.706975141,0.771050512,0.291133889,0.190009912,0.199281378,0.226162149,0.25522912,0.705010669,0.581972796,0.563457336,0.61443662,0.498075618,0.600929446,0.662357253,0.647690895,0.496937924,0.515123039,0.623703871,0.595974918,0.807501313,0.572519693,0.610206404,0.80990134,0.261245224,0.268614931,0.334177251,0.267958784,0.215010202,0.32228496,0.551870484,0.454217833,0.402896906,0.425268562
Costa Rica,CRI,0.368046872,0.355415538,0.384099296,0.405579198,0.439951814,0.534845894,0.608524854,0.521167893,0.600091902,0.64624307,0.686353776,0.819225764,0.923239561,1.046758524,0.952912056,0.994324516,0.991937241,1.210539217,1.316917532,1.224890123,1.050723645,0.933722091,0.841483256,0.825550773,0.763841045,0.841210531,0.94194761,0.969960502,1.007530088,0.992772797,0.96187399,1.059346118,1.174807255,1.195670416,1.555671772,1.401626674,1.333919954,1.365866441,1.420315256,1.440161357,1.395789936,1.43797693,1.547904742,1.591382446,1.634939991,1.60948881,1.695777554,1.82187518
Cote d'Ivoire,CIV,0.126887067,0.146461337,0.1492879,0.152464576,0.179263739,0.265042941,0.281026651,0.310655995,0.35358153,0.401472852,0.450523741,0.478127516,0.50962529,0.518770143,0.550209877,0.588984582,0.558938802,0.546182115,0.619856886,0.666711942,0.731422065,0.502229153,0.657669863,0.499405337,0.535257567,0.697550517,0.547098094,0.679612398,0.78265975,0.703687154,0.462766332,0.435008512,0.345267778,0.426045618,0.368097774,0.485547652,0.554823646,0.527174609,0.434966532,0.38550876,0.409231094,0.457000542,0.423753957,0.312548806,0.431864939,0.452791324,0.375277523,0.342098362
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.785313647,3.696375862,3.788497204,3.94023217,4.240423676,4.322750656,4.686435903,4.635112868,4.571307727,4.78052973,5.038825225,5.411001802,5.309044379,5.312882485,5.33012973,5.595116321
Cuba,CUB,1.918910303,1.671533535,1.902427993,1.712260236,1.836332671,1.838034511,1.873214565,1.906965731,1.907125843,2.01697013,2.144028088,2.212221357,2.306421358,2.443058111,2.461870147,2.870658927,2.855731749,3.055727647,3.164721915,3.248427085,3.197525372,3.318013081,3.485498321,3.097573777,3.257143537,3.232731302,3.302795607,3.307593655,3.434790141,3.409429389,3.151566158,2.779092147,2.919016233,2.717435388,2.96589718,2.351847549,2.46024488,2.236607659,2.214058034,2.281810657,2.343059314,2.282894118,2.33273804,2.26907193,2.217647221,2.221337696,2.308961357,2.39894781
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,1.547456618,1.500000867,1.566386508,1.705241595,1.72845121,1.980008812,2.121790229,2.304722032,2.711616594,2.756050569,2.776051553,3.032746257,3.826510014,3.933576908,2.9939486,3.044322515,3.743749667,4.007042465,4.167927459,4.412121212,4.676809966,4.417435964,4.480745658,4.460272047,4.55780172,4.404597074,4.973481041,5.692759809,5.601480454,5.775763547,6.064745527,6.049053294,6.584800682,6.913140007,6.936700091,6.677596139,6.792822896,6.852842186,7.307348972,7.292338013,7.255799358,7.114733297,7.16067576,7.75650564,7.213975897,7.260139343,7.423966299,7.706957584
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6926102,12.7720422,12.30644582,12.50569199,12.85934348,12.87365767,12.40931801,10.99948264,12.24994968,12.23053521,11.9763003,12.17975653,12.18880628,11.98802481,12.03085051,12.08243263
Denmark,DNK,6.495381794,6.87655705,7.934330105,8.664061486,9.076938983,9.310934006,10.4391163,10.12957057,10.96866242,12.13517399,12.59987827,11.49844852,11.95350641,11.77995699,10.92445748,10.98910356,11.81609304,12.08659119,11.90082132,12.23433731,11.74439664,10.05918938,10.41354904,9.76183027,9.889646322,11.67908956,11.43631634,11.32431129,10.69345185,9.500845509,9.797992218,11.91119907,10.5384294,11.44108537,11.71142517,10.70815914,12.92775067,10.98876882,10.46116582,9.523170319,8.827494724,9.145149225,9.597942785,10.37408333,9.356766497,8.626941985,9.904502111,9.146853997
Djibouti,DJI,0.474851844,0.489332577,0.497971814,0.645543973,0.771566168,1.036039278,1.116643141,0.6599176,0.849578415,0.555217351,0.86146688,0.939930853,1.04903591,0.930614445,0.939200921,0.883431638,0.806502368,0.732197971,0.680105431,1.132375161,1.02336439,0.847994942,0.956421388,0.934729018,0.924556917,0.926856488,0.893934712,0.852456474,0.73151838,0.760390531,0.710266944,0.686636602,0.696511153,0.710296354,0.699078143,0.684218171,0.676587517,0.660423129,0.59565129,0.623047811,0.550653751,0.513230986,0.521867074,0.521656149,0.577016597,0.58470472,0.59162638,0.580511357
Dominica,DMA,0.183154211,0.18009634,0.177338948,0.23293811,0.229286608,0.225348648,0.221042471,0.324817896,0.31841949,0.260924059,0.360853171,0.358377464,0.357528193,0.357488327,0.40818259,0.406591577,0.403479793,0.349370675,0.345474138,0.440137743,0.486509454,0.486109268,0.536199878,0.539205587,0.59246483,0.646848731,0.652296568,0.658218752,0.766099805,0.822908478,0.826551617,0.82753169,0.826132296,0.875064975,0.975697267,1.129533098,1.029444819,1.13779183,1.092659652,1.151493507,1.472499713,1.635549412,1.480382678,1.641387283,1.538002808,1.647936162,1.706666667,1.766841044
Dominican Republic,DOM,0.314474027,0.300926087,0.351224412,0.341951098,0.463227454,0.397127097,0.416113417,0.378973967,0.551100007,0.604783808,0.688688678,0.759246917,0.980538877,1.218711643,1.277544819,1.230886646,1.199662306,1.038295973,0.984303795,1.20174071,1.113604003,1.039541504,1.044574838,1.274753664,1.172812778,1.124271075,1.234224367,1.440739126,1.42270229,1.469137988,1.329184704,1.379773308,1.495826063,1.563342312,1.629139393,2.032801903,2.176628799,2.225074048,2.24249821,2.229200569,2.339476397,2.316910253,2.424400616,2.391779441,2.185566319,2.145577195,2.164493628,2.176039037
Ecuador,ECU,0.397004329,0.359973944,0.332413909,0.37031025,0.429124248,0.442132533,0.456067758,0.474165211,0.553320429,0.619263903,0.71654714,0.686252762,0.724926019,0.806442905,0.906816639,1.065082357,1.140052375,1.022291801,1.384185178,1.570712984,1.687929507,2.039202108,2.293533502,2.264251726,2.397551451,2.135783456,1.637134435,1.580147425,1.762283539,2.019617818,1.639421214,1.569862023,2.077749571,2.206458726,1.219513736,2.002172426,2.060670538,1.550991018,1.857185357,1.749632455,1.695023492,1.866439516,1.93224016,1.996187247,1.984443634,1.960478764,2.145527456,2.16352315
"Egypt, Arab Rep.",EGY,0.574882218,0.595983954,0.631790793,0.713560666,0.823422177,0.869315875,0.814498044,0.588372861,0.668133843,0.560826561,0.603199212,0.626598963,0.678347919,0.619009011,0.664890693,0.774300749,0.839980145,0.901642118,0.915198508,0.977121708,1.005567455,1.106715708,1.198231146,1.181625852,1.289840987,1.26107337,1.435533073,1.405946889,1.368100508,1.295597424,1.334923788,1.35717318,1.376133687,1.55080973,1.396691029,1.541076128,1.615119323,1.684252304,1.870564731,1.88230537,2.087472643,1.825031553,1.803840909,1.844134178,1.975929439,2.199637954,2.358836167,2.398028052
El Salvador,SLV,0.223294189,0.203747628,0.219736687,0.369078766,0.391314132,0.320692905,0.390188686,0.33650778,0.356211824,0.327432329,0.382452103,0.393435924,0.426159359,0.487270845,0.476588156,0.497901619,0.511033142,0.518180687,0.531163849,0.521722799,0.457974131,0.38735866,0.368009622,0.390827791,0.325464779,0.397504508,0.393168241,0.477641953,0.475865704,0.491909907,0.490563193,0.59630955,0.623051169,0.696180387,0.781471163,0.920249604,0.844603631,0.98579251,0.987979613,0.963249104,0.96591404,0.996141653,1.007744355,1.061052775,1.024059215,1.039155523,1.062800529,1.097241901
Equatorial Guinea,GNQ,0.087198302,0.086177969,0.085228793,0.098271588,0.096878128,0.10879304,0.093105651,0.090806738,0.101529946,0.150567608,0.125950905,0.231481189,0.31989174,0.111717109,0.205538348,0.261450638,0.272554631,0.282551894,0.323171553,0.289555403,0.265769646,0.299197167,0.292287565,0.228817451,0.274455994,0.210955942,0.245666968,0.290260398,0.30212628,0.323598979,0.323391827,0.521348594,0.540652206,0.247968482,0.085606477,0.298069948,0.256380092,0.62037817,0.34534945,0.937807663,0.873085053,5.756598628,8.974480051,10.5115988,7.926943984,7.747141454,7.588236704,7.44252845
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057500432,0.092384038,0.106674316,0.15819825,0.172070762,0.174925457,0.165838145,0.166262686,0.161349863,0.174118442,0.175634034,0.163347009,0.120665447,0.120642834
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.30515851,13.50578849,13.79948052,12.64679193,13.53299435,13.68242286,12.74285385,11.61539035,11.66476294,12.00921777,11.74461821,13.55944055,13.87921466,13.54711288,13.05194682,15.24673094
Ethiopia,ETH,0.015596087,0.014761134,0.016735187,0.01738696,0.016368476,0.025308434,0.031551832,0.040071379,0.062807894,0.059123005,0.057061439,0.06213718,0.045915207,0.055594088,0.053786096,0.036685619,0.035123152,0.030908324,0.039958442,0.053105053,0.051402741,0.051401453,0.039664594,0.047868891,0.041828925,0.04415262,0.052172724,0.058888357,0.05904149,0.060429696,0.062389169,0.059651298,0.05730059,0.096424277,0.054282901,0.037704859,0.063399871,0.070636593,0.080794708,0.079396756,0.08883725,0.063966736,0.064851747,0.069828424,0.077244135,0.073858374,0.078975697,0.08368156
Faeroe Islands,FRO,1.707461991,3.264564711,3.329963079,3.499620755,3.360066694,3.725316699,3.78142314,4.523213998,4.858514334,5.57203912,6.653695489,6.68269626,5.968641824,6.377639313,7.50969806,8.615201841,8.076612212,9.852086916,9.564288622,11.35841734,9.849692606,10.1531001,10.44922543,10.98440177,11.09314337,11.35512232,10.64262025,10.64706636,11.13818873,12.1469607,13.0972707,12.63045005,14.3218241,13.2856984,11.81881786,14.57746706,15.0219274,14.99236502,14.95071915,14.87712447,14.33784404,14.22667069,14.20518064,14.20155039,14.0702494,14.12209375,14.21004642,14.33253726
Fiji,FJI,0.493667475,0.413973675,0.547562286,0.554389166,0.943560508,0.742459877,0.676903181,0.728411508,0.793164202,0.848281275,0.999487086,1.03379976,1.066438732,1.137257803,1.185852791,1.080199919,0.823139568,1.279924051,1.166444312,1.349878294,1.251521729,1.660322639,1.255585035,1.042335012,0.831735752,0.813417957,0.841378638,0.660054848,0.765495266,0.869967587,1.12175071,0.916919411,0.98442227,1.024004578,1.081411734,1.1431533,1.171974977,0.956229788,0.910640264,1.030735122,1.060762482,1.376057341,1.050273417,2.026243701,2.303693557,1.986673199,1.889421602,1.745875271
Finland,FIN,3.406774852,3.346141224,3.739874415,4.276421844,5.019575291,5.544971078,6.438594193,6.207958315,7.19417333,8.197249135,8.763053409,8.784551127,9.509817241,10.57581483,9.94302281,9.777925706,10.84159458,10.58841106,10.91337008,11.39338678,12.16938577,10.763,8.905334162,8.55939374,8.610625154,10.06291962,10.8333111,11.69390148,10.49468471,10.56667473,10.2086418,10.93865497,9.735543038,10.24343308,11.6651853,10.23595928,11.96787512,11.680266,11.05030545,10.72079519,10.06499736,10.86700421,11.73472689,13.20390578,12.79912003,10.40023362,12.53669885,12.12460936
France,FRA,5.81367324,5.949235267,6.23202596,6.871867003,7.010836645,7.059970552,6.896884828,7.324657089,7.514560701,8.013854755,8.448735815,8.829344018,9.105293298,9.70835388,9.311624692,8.286243603,9.32470915,8.828496296,9.249965874,9.636561778,9.162421679,8.203431837,7.840595639,7.542066821,7.193115644,7.073847999,6.766208808,6.586366081,6.458213156,6.742238687,6.852527915,7.310211939,6.757025855,6.594565378,6.236298742,6.611889425,6.834011673,6.329190532,6.794453342,6.14738555,6.01131431,6.298734433,6.166633471,6.2389589,6.234287561,6.220650373,5.999299782,5.81975402
French Polynesia,PYF,0.461839037,0.717595936,0.565660404,0.759054864,0.734693878,0.907526465,1.257182071,1.396397481,1.488465668,1.504877297,1.751497222,1.982424449,1.827307845,1.711293746,1.717563681,1.637188663,1.970701826,1.990914821,2.188769415,1.923805497,1.939933024,2.118776384,2.103500134,2.555354078,2.702064897,3.36873075,3.387839731,3.327483205,3.0558799,3.180472398,3.225500683,3.196245939,3.169160757,3.125526521,2.684147592,2.69963577,2.52951329,2.56044724,2.494137565,2.463251289,2.729058484,3.050197144,3.050840816,3.30466224,3.130727838,3.349597834,3.17968069,3.084352102
Gabon,GAB,0.271557155,0.337596285,0.178955402,0.14814126,0.38246193,0.430732446,0.75342501,1.982975569,3.806564743,2.747970131,3.930216835,4.365072777,4.661248145,9.305133515,9.726857909,8.2889941,10.51321707,11.60162205,11.97745675,10.69285952,9.409033445,9.518061011,9.334741813,7.628179158,8.769206182,9.106803895,7.18604211,6.66201533,7.915005019,11.69562284,6.546772812,3.077416215,2.879337913,3.830348079,3.317950909,3.541587765,3.34873705,3.330862684,1.486831203,1.29332434,0.981793513,1.084843231,1.155529658,1.148577136,1.183016149,1.357899337,1.481657496,1.428397829
"Gambia, The",GMB,0.04916471,0.057525042,0.065803247,0.07399068,0.072836426,0.071588717,0.079012819,0.077407542,0.084104791,0.106681479,0.103849667,0.116334203,0.135205724,0.123521864,0.119512036,0.183843452,0.178277559,0.198611274,0.236158556,0.240783334,0.250167517,0.241341754,0.237892236,0.228709565,0.234278749,0.224094943,0.200146246,0.212307336,0.20648675,0.193478652,0.197203129,0.197608594,0.191396743,0.196189463,0.190733296,0.191954594,0.186630844,0.181484358,0.191418431,0.203509847,0.211859833,0.211225194,0.228994175,0.222245733,0.220769288,0.214428887,0.217861392,0.248663248
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.144115728,2.024820509,1.250324173,0.486056612,0.880261693,0.978338777,1.104760546,0.975146547,1.025817169,0.858697793,0.777033739,0.870950126,0.908724266,1.093016601,1.250492042,1.373457297
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00047692,11.49140087,11.20482587,11.10189842,10.99657764,11.25197617,10.9409716,10.89192292,10.03559365,10.11337093,10.38534595,10.06241121,10.11587337,10.03249857,9.80890192,9.847679988,9.57002222
Ghana,GHA,0.216836665,0.193247723,0.199541561,0.23272364,0.216640879,0.218211299,0.180295025,0.183416706,0.212061709,0.199089595,0.302174498,0.25738852,0.264174414,0.262111669,0.302806918,0.276572529,0.240427598,0.291604313,0.283694967,0.249091786,0.234142669,0.270743563,0.261607886,0.303414473,0.206981083,0.258177209,0.22958832,0.240707844,0.246080655,0.232172338,0.265510567,0.265599151,0.261415943,0.289379865,0.306092201,0.319041689,0.330048254,0.357878831,0.350343658,0.350235599,0.328442007,0.35217373,0.368324303,0.368161754,0.318172553,0.345069267,0.411177419,0.43153514
Gibraltar,GIB,2.213588623,2.354539613,2.484404665,2.442558109,2.401573083,2.048864418,2.330591129,2.606846907,2.727769046,2.6995211,2.823720289,3.245349867,2.932959776,3.355177768,3.045839601,3.456603774,2.998246503,2.968518519,2.65892598,3.468908581,3.310220215,1.924947463,0.824389695,1.375014073,1.238814381,1.652435358,1.514049587,1.787317073,2.607633817,2.601786448,3.550652255,3.946955908,3.388576502,12.28307239,14.6651489,12.75812777,7.118736024,4.440233557,11.4550537,11.8480194,12.19189703,12.47206228,12.3054057,12.50996128,12.72531518,12.97994841,13.40931012,13.88257783
Greece,GRC,1.128636964,1.168832579,1.20225,1.444428302,1.552571563,1.989701988,2.163350824,2.239344654,2.551512184,2.901380144,2.746020698,3.147032046,3.548997638,4.169138761,4.038086141,4.293363988,4.677225701,5.044740359,5.094630753,5.367829074,5.329005496,5.209214513,5.322343616,5.636093023,5.760729184,6.095355748,5.929546367,6.341383462,6.768379396,7.346156591,7.151669324,6.584843665,7.275000964,7.221923944,7.42000796,7.440324995,7.501123914,7.841034796,8.097659806,7.954209685,8.384843318,8.559739915,8.518120566,8.676125598,8.776017359,8.880542401,8.717909379,8.759021164
